Artikel Nr HOD;*Hersteller;*Typ;*Art.Gruppe Txt;*Bezeichnung;*Tuning;*Status;*Nettopreis Handel;*Empf.Werkstattpreis;*Empf.Endverbr.Preis;*VPE;*OE-Nummer;*EAN;*Priority Part;*Anlagedatum;*Länge cm;*Breite  cm;*Höhe  cm;*Gewicht Brutto;*Gewicht Netto;*GLS J/N;*Zolltarifnr;*Produktgruppe;*Gültig ab;*Beschreibung;*Beschreibung;*Beschreibung;*Beschreibung;*Beschreibung;*Beschreibung;*Beschreibung;*Beschreibung;*Beschreibung;*
1032653;*AUDI;*SPORTSTOßSTANGE VO.    A3,;*SPORTSTOßSTANGE;*08-12     RENNSPORT-OPTIK,;*T;*1;*299;*0;*0;*1;*;*4052355325945;*;*20121018;*196;*62;*57;*11.2;*9;*N;*8708 1090;*110;*20230401;*Bumper;*08-12     RENNSPORT-OPTIK,;*Equipment Variant: Rennsport-Optik;*Fitting Position: Front;*Colour: Black;*Colour: Chrome;*Material: Plastic;*Bumper Version: Tuning Sport Bumper;*;*
1032690;*AUDI;*RÜCKLEUCHTE RE. AUßEN  A3,;*RÜCKLEUCHTEN;*08-12        NUR SPORTBACK;*K;*1;*56.6;*87.78;*98.1;*1;*8P4945096E;*4052355010124;*;*20100122;*39;*24;*20;*1.34;*0;*J;*8512 2000;*12;*20230401;*Combination Rearlight;*08-12        NUR SPORTBACK;*Fitting Position: Right;*Quality: Depo / TYC;*Registration Type: E-type checked;*Section: Outer section;*Supplementary Article/Supplementary Info: without lamp base;*;*;*
1032691;*AUDI;*RÜCKLEUCHTE LI. AUßEN  A3,;*RÜCKLEUCHTEN;*08-12        NUR SPORTBACK;*K;*1;*56.6;*87.78;*98.1;*1;*8P4945095E;*4052355010131;*;*20100122;*39;*24;*20;*1.41;*0;*J;*8512 2000;*12;*20230401;*Combination Rearlight;*08-12        NUR SPORTBACK;*Fitting Position: Left;*Quality: Depo / TYC;*Registration Type: E-type checked;*Section: Outer section;*Supplementary Article/Supplementary Info: without lamp base;*;*;*
1032692;*AUDI;*RÜCKLEUCHTE RE. INNEN  A3,;*RÜCKLEUCHTEN;*08-12        NUR SPORTBACK;*K;*1;*34.64;*54.76;*58.32;*1;*8P4945094D;*4052355010148;*;*20100122;*20;*16;*16;*0.51;*0;*J;*8512 2000;*12;*20230401;*Combination Rearlight;*08-12        NUR SPORTBACK;*Fitting Position: Right;*Quality: Depo / TYC;*Registration Type: E-type checked;*Section: Inner Section;*Supplementary Article/Supplementary Info: without lamp base;*Paired article numbers: 1032693;*;*
1032693;*AUDI;*RÜCKLEUCHTE LI. INNEN  A3,;*RÜCKLEUCHTEN;*08-12        NUR SPORTBACK;*K;*1;*34.64;*54.76;*58.32;*1;*8P4945093D;*4052355010155;*;*20100122;*20;*16;*16;*0.49;*0;*J;*8512 2000;*12;*20230401;*Combination Rearlight;*08-12        NUR SPORTBACK;*Fitting Position: Left;*Quality: Depo / TYC;*Registration Type: E-type checked;*Section: Inner Section;*Supplementary Article/Supplementary Info: without lamp base;*Paired article numbers: 1032692;*;*
1032824;*AUDI;*SPIEGEL RE.      3TÜR  A3,;*SPIEGEL;*10-12                8-PIN;*K;*1;*113.06;*184.87;*253.4;*1;*8P1 858 532 FB01C;*4052355424464;*;*20150312;*33;*33;*34;*1.8;*1.3;*J;*7009 1000;*7;*20230401;*Outside Mirror;*10-12                8-PIN;*Number of Doors: 3;*Fitting Position: Right;*Registration Type: E-type checked;*Light Function: with indicator;*Surface: Primed;*Number of Poles: 8;*;*
1032825;*AUDI;*SPIEGEL LI.     3TÜR   A3,;*SPIEGEL;*10-12                8-PIN;*K;*1;*113.06;*184.87;*205.41;*1;*8P1 858 531 FB 01C;*4052355424471;*;*20150312;*33;*33;*34;*1.8;*1.3;*J;*7009 1000;*7;*20230401;*Outside Mirror;*10-12                8-PIN;*Number of Doors: 3;*Fitting Position: Left;*Registration Type: E-type checked;*Light Function: with indicator;*Surface: Primed;*Number of Poles: 8;*;*
1032980;*AUDI;*SCHEINWERFER RE.  AUDI A3,;*SCHEINWERF. DEPO/TYC;*08-13        MIT TAGFAHRL.;*K;*1;*80.42;*138.99;*199;*1;*8P0 941 004 AJ;*4052355010162;*;*20100701;*60;*60;*23;*3.26;*2.25;*J;*8512 2000;*81;*20230401;*Headlight;*08-13        MIT TAGFAHRL.;*Fitting Position: Right;*Supplementary Article/Info 2: with motor for headlamp levelling;*Vehicle Equipment: for vehicles with headlamp levelling;*Bulb Type: H7 / H7;*Quality: Depo / TYC;*Registration Type: E-type checked;*;*
1032981;*AUDI;*SCHEINWERFER LI.  AUDI A3,;*SCHEINWERF. DEPO/TYC;*08-13        MIT TAGFAHRL.;*K;*1;*80.42;*138.99;*253.8;*1;*8P0 941 003 AJ;*4052355010179;*;*20100701;*60;*60;*23;*3.26;*2.25;*J;*8512 2000;*81;*20230401;*Headlight;*08-13        MIT TAGFAHRL.;*Fitting Position: Left;*Supplementary Article/Info 2: with motor for headlamp levelling;*Vehicle Equipment: for vehicles with headlamp levelling;*Bulb Type: H7 / H7;*Quality: Depo / TYC;*Registration Type: E-type checked;*;*
1032984;*AUDI;*XENONSCHEINW.RE.  AUDI A3,;*SCHEINWERF. DEPO/TYC;*08-12    MIT LED-TAGFAHRL.;*K;*1;*184.11;*283.82;*462.6;*1;*8P0 941 030 AM;*4052355372277;*;*20130808;*60;*32;*26;*3.26;*2.25;*J;*8512 2000;*81;*20230401;*Headlight;*08-12    MIT LED-TAGFAHRL.;*Fitting Position: Right;*Supplementary Article/Info 2: with motor for headlamp levelling;*Bulb Type: D3S/H7;*Light Function: with daytime running light (LED);*Quality: Depo / TYC;*Registration Type: E-type checked;*;*
1032985;*AUDI;*XENONSCHEINW.LI.  AUDI A3,;*SCHEINWERF. DEPO/TYC;*08-12    MIT LED-TAGFAHRL.;*K;*1;*184.11;*283.82;*462.6;*1;*8P0 941 029 AM;*4052355372284;*;*20130808;*60;*32;*26;*3.26;*2.25;*J;*8512 2000;*81;*20230401;*Headlight;*08-12    MIT LED-TAGFAHRL.;*Fitting Position: Left;*Supplementary Article/Info 2: with motor for headlamp levelling;*Bulb Type: D3S/H7;*Light Function: with daytime running light (LED);*Quality: Depo / TYC;*Registration Type: E-type checked;*;*
1033000;*AUDI;*MOTORHAUBE        AUDI A3,;*MOTORHAUBEN;*12-20                STAHL;*K;*1;*131.58;*189;*439.2;*1;*8V0 823 029;*4052355423627;*;*20150224;*170;*9;*132;*21.86;*0;*N;*8708 2990;*75;*20230401;*Bonnet;*12-20                STAHL;*Material: Steel;*;*;*;*;*;*;*
1033001;*AUDI;*MOTORHAUBE        AUDI A3,;*MOTORHAUBEN;*12-20                 ALU,;*K;*1;*294.62;*394.9;*469;*1;*8V0 823 029;*4052355456472;*J;*20160906;*167;*136;*10;*10.7;*8;*N;*8708 2990;*75;*20230401;*Bonnet;*12-20                 ALU,;*Material: Aluminium;*Quality: Certified Quality;*;*;*;*;*;*
1033002;*AUDI;*FRONTMASKE        AUDI A3,;*FRONTGERÜST;*12-20     NICHT 1.4 TURBO,;*K;*1;*42;*103.08;*143.1;*1;*8V0805588;*4052355417237;*;*20141201;*132;*42;*65;*3.99;*0;*N;*8708 2990;*16;*20230401;*Front Cowling;*12-20     NICHT 1.4 TURBO,;*Panel Type: Slam Panel;*;*;*;*;*;*;*
1033003;*AUDI;*FRONTMASKE        AUDI A3,;*FRONTGERÜST;*12-20;*K;*1;*52.53;*99.75;*143.1;*1;*8V0805588A;*4052355451583;*;*20160520;*130;*58;*40;*3.65;*3.2;*J;*8708 2990;*16;*20230401;*Front Cowling;*Dez 20;*Panel Type: Slam Panel;*;*;*;*;*;*;*
1033006;*AUDI;*KOTFLÜGEL RE.     AUDI A3,;*KOTFLÜGEL;*12-20                STAHL;*K;*1;*47.26;*91.77;*149;*1;*8V0821106B;*4052355354754;*;*20130109;*114;*10;*73;*2.71;*0;*J;*8708 2990;*15;*20230401;*Wing;*12-20                STAHL;*Fitting Position: Right;*Material: Steel;*;*;*;*;*;*
1033007;*AUDI;*KOTFLÜGEL LI.     AUDI A3,;*KOTFLÜGEL;*12-20                STAHL;*K;*1;*47.26;*91.77;*149;*1;*8V0821105B;*4052355417800;*;*20141208;*114;*10;*73;*2.71;*0;*J;*8708 2990;*15;*20230401;*Wing;*12-20                STAHL;*Fitting Position: Left;*Material: Steel;*;*;*;*;*;*
1033008;*AUDI;*RADSCHALE VO.RE.  AUDI A3,;*RADSCHALE/RADLÄUFE;*12-20;*K;*1;*14.84;*25.87;*27.1;*1;*8V0821172;*4052355681607;*;*20200331;*130;*40;*40;*1.36;*0;*J;*8708 2990;*26;*20230401;*Panelling, mudguard;*Dez 20;*Fitting Position: Right Front;*;*;*;*;*;*;*
1033009;*AUDI;*RADSCHALE VO.LI.  AUDI A3,;*RADSCHALE/RADLÄUFE;*12-20;*K;*1;*14.84;*25.87;*27.1;*1;*8V0821171;*4052355681614;*;*20200331;*117;*49;*45;*1.36;*0;*J;*8708 2990;*26;*20230401;*Panelling, mudguard;*Dez 20;*Fitting Position: Left Front;*;*;*;*;*;*;*
1033014;*AUDI;*ABSORBER VORN     AUDI A3,;*STOSSST ZUBEHÖR VORN;*12-16;*K;*1;*8.11;*11.1;*15.9;*1;*8V3807550;*4052355730527;*;*20220414;*122;*22;*19;*1.1;*1.05;*J;*8708 1090;*60;*20230401;*Impact Absorber, bumper;*Dez 16;*Fitting Position: Front;*Material: Plastic;*not for facelift:;*;*;*;*;*
1033026;*AUDI;*SPIEGELGLAS RE.        A3,;*SPIEGELGLÄSER;*12-20;*K;*1;*7.26;*37.11;*54.9;*1;*8V0 857 536 E;*4052355534279;*;*20170801;*19;*19;*12;*0.2;*0.2;*J;*7009 1000;*137;*20230401;*Mirror Glass, outside mirror;*Dez 20;*Fitting Position: Right;*Registration Type: E-type checked;*Outer/Inner Mirror: Aspherical;*Outer/Inner Mirror: Heatable;*Paired article numbers: 1033027;*;*;*
1033027;*AUDI;*SPIEGELGLAS LI.        A3,;*SPIEGELGLÄSER;*12-20;*K;*1;*7.26;*37.11;*54.9;*1;*8V0 857 535 E;*4052355534286;*;*20170801;*19;*19;*12;*0.2;*0.2;*J;*7009 1000;*137;*20230401;*Mirror Glass, outside mirror;*Dez 20;*Fitting Position: Left;*Registration Type: E-type checked;*Outer/Inner Mirror: Aspherical;*Outer/Inner Mirror: Heatable;*Paired article numbers: 1033026;*;*;*
1033042;*AUDI;*STOßSTANGENGITTER RE.  A3,;*STOSSST ZUBEHÖR VORN;*12-16    MIT CHROMLEISTE,;*K;*1;*36.74;*69;*99;*1;*8V3807682L BMT;*4052355713544;*;*20210614;*47;*22;*8;*1.1;*1.05;*J;*8708 1090;*60;*20230401;*Ventilation Grille, bumper;*12-16    MIT CHROMLEISTE,;*Fitting Position: Right;*Vehicle Equipment: for vehicles without sport bumper;*Colour: Chrome / Black;*Styling: 2;*not for facelift:;*;*;*
1033043;*AUDI;*STOßSTANGENGITTER LI.  A3,;*STOSSST ZUBEHÖR VORN;*12-16    MIT CHROMLEISTE,;*K;*1;*36.74;*69;*99;*1;*8V3807681Q BMT;*4052355713551;*;*20210614;*47;*22;*8;*1.1;*1.05;*J;*8708 1090;*60;*20230401;*Ventilation Grille, bumper;*12-16    MIT CHROMLEISTE,;*Fitting Position: Left;*Vehicle Equipment: for vehicles without sport bumper;*Colour: Chrome / Black;*Styling: 2;*not for facelift:;*;*;*
1033046;*AUDI;*STOßSTANGENGITTER RE.  A3,;*STOSSST ZUBEHÖR VORN;*12-16         OHNE NEBELL.;*K;*1;*11.47;*19.9;*20.95;*1;*8V3807682 SP9;*4052355433480;*;*20150807;*49;*15;*8;*1.2;*0;*J;*8708 1090;*60;*20230401;*Ventilation Grille, bumper;*12-16         OHNE NEBELL.;*Fitting Position: Right;*Machined: without hole(s) for fog lights;*Usable for vehicles to model year: 201610;*;*;*;*;*
1033047;*AUDI;*STOßSTANGENGITTER LI.  A3,;*STOSSST ZUBEHÖR VORN;*12-16         OHNE NEBELL.;*K;*1;*11.47;*19.9;*20.95;*1;*8V3807681 SP9;*4052355433497;*;*20150807;*49;*15;*8;*1.2;*0;*J;*8708 1090;*60;*20230401;*Ventilation Grille, bumper;*12-16         OHNE NEBELL.;*Fitting Position: Left;*Machined: without hole(s) for fog lights;*Usable for vehicles to model year: 201610;*;*;*;*;*
1033048;*AUDI;*STOßSTANGENGITTER RE.  A3,;*STOSSST ZUBEHÖR VORN;*12-16      FÜR NEBELLAMPEN;*K;*1;*10.42;*27.05;*30.06;*1;*8V3807682A;*4052355433503;*J;*20150807;*36;*16;*34;*2.09;*1.24;*J;*8708 1090;*60;*20230401;*Ventilation Grille, bumper;*12-16      FšR NEBELLAMPEN;*Fitting Position: Right;*Quality: Certified Quality;*Machined: with hole(s) for fog lights;*Usable for vehicles to model year: 201610;*;*;*;*
1033049;*AUDI;*STOßSTANGENGITTER LI.  A3,;*STOSSST ZUBEHÖR VORN;*12-16      FÜR NEBELLAMPEN;*K;*1;*10.42;*27.05;*30.06;*1;*8V3807681A;*4052355433510;*J;*20150807;*36;*16;*34;*2.09;*1.24;*J;*8708 1090;*60;*20230401;*Ventilation Grille, bumper;*12-16      FšR NEBELLAMPEN;*Fitting Position: Left;*Quality: Certified Quality;*Machined: with hole(s) for fog lights;*Usable for vehicles to model year: 201610;*;*;*;*
1033050;*AUDI;*STOßSTANGE VORN   AUDI A3,;*STOßSTANGE;*12-10.16;*K;*1;*84.11;*192.19;*260.8;*1;*8V0807065GRU;*4052355421685;*J;*20150130;*178;*46;*54;*3.3;*0;*N;*8708 1090;*2;*20230401;*Bumper;*12.10.2016;*Quality: Certified Quality;*Fitting Position: Front;*Vehicle Equipment: for vehicles without headlamp cleaning system;*Surface: Primed;*not for equipment variant: S-Line;*Usable for vehicles to model year: 201610;*;*
1033051;*AUDI;*STOßSTANGE VORN   AUDI A3,;*STOßSTANGE;*12-10.16;*K;*1;*77.23;*218.72;*265.6;*1;*8V0807065AGRU;*4052355421692;*J;*20150130;*176;*50;*74;*3.21;*2.65;*N;*8708 1090;*2;*20230401;*Bumper;*12.10.2016;*Quality: Certified Quality;*Fitting Position: Front;*Vehicle Equipment: for vehicles with headlamp cleaning system;*Surface: Primed;*not for equipment variant: S-Line;*Usable for vehicles to model year: 201610;*;*
1033052;*AUDI;*STOßSTANGE VORN   AUDI A3,;*STOßSTANGE;*12-10.16         GRUNDIERT;*K;*1;*104.21;*196.84;*265.6;*1;*8V0 807 065 B GRU;*4052355435699;*J;*20150918;*175;*51;*48;*6;*0;*N;*8708 1090;*2;*20230401;*Bumper;*12-10.16         GRUNDIERT;*Fitting Position: Front;*Vehicle Equipment: for vehicles with parking assist;*Vehicle Equipment: for vehicles without headlamp cleaning system;*Surface: Primed;*Usable for vehicles to model year: 201610;*;*;*
1033053;*AUDI;*STOßSTANGE VORN  AUDI A3,;*STOßSTANGE;*12-10.16         GRUNDIERT;*K;*1;*92.63;*195.51;*270.4;*1;*8V0 807 065 C GRU;*4052355435705;*J;*20150918;*176;*50;*74;*3.27;*2.71;*N;*8708 1090;*2;*20230401;*Bumper;*12-10.16         GRUNDIERT;*Fitting Position: Front;*Vehicle Equipment: for vehicles with parking assist;*Vehicle Equipment: for vehicles with headlamp cleaning system;*Surface: Primed;*Usable for vehicles to model year: 201610;*;*;*
1033054;*AUDI;*STOßSTANGE VORN   AUDI A3,;*STOßSTANGE;*12-10.16         GRUNDIERT;*K;*1;*90.72;*170.24;*280.8;*1;*8V0807065EGRU;*4052355451255;*J;*20160513;*181;*57;*47;*3.1;*0;*N;*8708 1090;*2;*20230401;*Bumper;*12-10.16         GRUNDIERT;*Fitting Position: Front;*Number of Holes: 6;*Vehicle Equipment: for vehicles with headlamp cleaning system;*Vehicle Equipment: for vehicles with parking assist;*Surface: Primed;*not for equipment variant: S-Line;*;*
1033060;*AUDI;*VERSTÄRKUNG VORN  AUDI A3,;*STOSSST ZUBEHÖR VORN;*12-10.16;*K;*1;*71.79;*112.39;*116.4;*1;*8V0807109;*4052355354778;*;*20130109;*113;*21;*24;*3.52;*3.48;*J;*8708 1090;*60;*20230401;*Impact Absorber, bumper;*12.10.2016;*Fitting Position: Front;*;*;*;*;*;*;*
1033061;*AUDI;*FRONTSPOILER      AUDI A3,;*STOSSST ZUBEHÖR VORN;*12-10.16;*K;*1;*18.98;*28.64;*28.64;*1;*8V3807233;*4052355659842;*;*20190620;*154;*48;*21;*1.1;*1.05;*J;*8708 1090;*60;*20230401;*Spoiler;*12.10.2016;*Fitting Position: Front;*Usable for vehicles to model year: 201610;*Colour: Black;*not for equipment variant: S-Line;*;*;*;*
1033062;*AUDI;*FRONTSPOILER      AUDI A3,;*SPORTSTOßSTANGE;*16-20     RENNSPORT-OPTIK,;*T;*1;*49;*0;*0;*1;*;*4052355703804;*;*20210222;*145;*20;*20;*2;*1.5;*J;*8708 1090;*110;*20230401;*Spoiler;*16-20     RENNSPORT-OPTIK,;*Fitting Position: Front;*Colour: Black;*Vehicle Equipment: for vehicles with sports package;*Equipment Variant: Rennsport-Optik;*;*;*;*
1033063;*AUDI;*ABSCHLEPP KAPPE VORN   A3,;*STOSSST ZUBEHÖR VORN;*12-16;*K;*1;*6.6;*10.51;*11.75;*1;*8V3807241GRU;*4052355421708;*J;*20150130;*12;*5;*2;*0.15;*0.1;*J;*8708 1090;*60;*20230401;*Flap, tow hook;*Dez 16;*Fitting Position: Front;*Surface: Primed;*Quality: Certified Quality;*;*;*;*;*
1033064;*AUDI;*STOßST.HALTERSET VO.   A3,;*STOSSST ZUBEHÖR VORN;*12-20;*K;*1;*14.47;*19.1;*19.1;*1;*8V3807183A;*4052355528759;*;*20170413;*25;*12;*8;*0.1;*0;*J;*8708 1090;*60;*20230401;*Mounting Bracket, bumper;*Dez 20;*Fitting Position: Front;*Quantity Unit: Set;*;*;*;*;*;*
1033065;*AUDI;*VERSTÄRKUNG HI.        A3,;*STOSSST ZUBEHÖR HIN;*12-20;*K;*1;*57.94;*95.4;*97.75;*1;*8V4807309;*4052355437280;*;*20151009;*114;*17;*23;*4.4;*0;*J;*8708 1090;*65;*20230401;*Support, bumper;*Dez 20;*Fitting Position: Rear;*;*;*;*;*;*;*
1033080;*AUDI;*SCHEINWERFER RE.  AUDI A3,;*SCHEINW.HELLA,VALEO;*12-16    HELLA M.TAGFAHRL.;*K;*1;*164.81;*258.02;*269;*1;*8V0 941 004;*4052355417701;*J;*20141205;*80;*40;*37;*4.4;*0;*J;*8512 2000;*4;*20230401;*Headlight;*12-16    HELLA M.TAGFAHRL.;*Number of light functions: 4;*Fitting Position: Right;*Supplementary Article/Info 2: with motor for headlamp levelling;*Supplementary Article/Info 2: with bulbs;*Bulb Type: PSY24W;*Bulb Type: H7 / H7;*;*
1033081;*AUDI;*SCHEINWERFER LI.  AUDI A3,;*SCHEINW.HELLA,VALEO;*12-16    HELLA M.TAGFAHRL.;*K;*1;*164.81;*258.02;*269;*1;*8V0 941 003;*4052355417718;*J;*20141205;*80;*40;*37;*4.4;*0;*J;*8512 2000;*4;*20230401;*Headlight;*12-16    HELLA M.TAGFAHRL.;*Number of light functions: 4;*Fitting Position: Left;*Supplementary Article/Info 2: with motor for headlamp levelling;*Supplementary Article/Info 2: with bulbs;*Bulb Type: PSY24W;*Bulb Type: H7 / H7;*;*
1033082;*AUDI;*BI-XENONSCHEINW. RE.   A3,;*SCHEINW.HELLA,VALEO;*12-16        LED TAGFAHRL.;*K;*1;*272.08;*425.47;*485;*1;*8V0 941 044;*4052355417725;*J;*20141205;*80;*40;*37;*4.4;*0;*J;*8512 2000;*4;*20230401;*Headlight;*12-16        LED TAGFAHRL.;*Fitting Position: Right;*Supplementary Article/Supplementary Info: without LED control unit for daytime running-/position ligh;*Supplementary Article/Supplementary Info: without LED control unit for low beam/high beam;*Supplementary Article/Supplementary Info: with bulb;*Supplementary Article/Info 2: without cut-in unit;*Supplementary Article/Info 2: without glow discharge lamp;*;*
1033083;*AUDI;*BI-XENONSCHEINW. LI.   A3,;*SCHEINW.HELLA,VALEO;*12-16        LED TAGFAHRL.;*K;*1;*272.08;*425.47;*485;*1;*8V0 941 043;*4052355417732;*J;*20141205;*79;*40;*36;*4.4;*0;*J;*8512 2000;*4;*20230401;*Headlight;*12-16        LED TAGFAHRL.;*Fitting Position: Left;*Supplementary Article/Supplementary Info: without LED control unit for daytime running-/position ligh;*Supplementary Article/Supplementary Info: without LED control unit for low beam/high beam;*Supplementary Article/Supplementary Info: with bulb;*Supplementary Article/Info 2: without cut-in unit;*Supplementary Article/Info 2: without glow discharge lamp;*;*
1033084;*AUDI;*BI-XENONSCHEINW. RE.   A3,;*SCHEINW.HELLA,VALEO;*12-16   LED TAGF.+KURVENL.;*K;*1;*393.41;*599;*599;*1;*8V0 941 754;*4052355417749;*J;*20141205;*79;*40;*36;*4.4;*0;*J;*8512 2000;*4;*20230401;*Headlight;*12-16   LED TAGF.+KURVENL.;*Number of light functions: 5;*Fitting Position: Right;*Supplementary Article/Supplementary Info: without control unit for curve lights (AFS);*Supplementary Article/Supplementary Info: without LED control unit for daytime running-/position ligh;*Supplementary Article/Supplementary Info: with bulb;*Supplementary Article/Info 2: without cut-in unit;*;*
1033085;*AUDI;*BI-XENONSCHEINW. LI.   A3,;*SCHEINW.HELLA,VALEO;*12-16   LED TAGF.+KURVENL.;*K;*1;*393.41;*599;*599;*1;*8V0 941 753;*4052355417756;*J;*20141205;*80;*40;*37;*4.4;*0;*J;*8512 2000;*4;*20230401;*Headlight;*12-16   LED TAGF.+KURVENL.;*Number of light functions: 5;*Fitting Position: Left;*Supplementary Article/Supplementary Info: without control unit for curve lights (AFS);*Supplementary Article/Supplementary Info: without LED control unit for daytime running-/position ligh;*Supplementary Article/Supplementary Info: with bulb;*Supplementary Article/Info 2: without cut-in unit;*;*
1033086;*AUDI;*LED-SCHEINWERFER RE.   A3,;*SCHEINW.HELLA,VALEO;*12-16   LED TAGF.+KURVENL.;*K;*1;*786.68;*1128.32;*1145;*1;*8V0 941 774;*4052355417763;*J;*20141205;*80;*40;*37;*4.4;*0;*J;*8512 2000;*4;*20230401;*Headlight;*12-16   LED TAGF.+KURVENL.;*Number of light functions: 6;*Fitting Position: Right;*Supplementary Article/Supplementary Info: without control unit for curve lights (AFS);*Supplementary Article/Supplementary Info: without LED control unit for daytime running-/position ligh;*Supplementary Article/Supplementary Info: without LED control unit for indicators;*Supplementary Article/Supplementary Info: without LED control unit for low beam/high beam;*;*
1033087;*AUDI;*LED-SCHEINWERFER LI.   A3,;*SCHEINW.HELLA,VALEO;*12-16   LED TAGF.+KURVENL.;*K;*1;*786.68;*1128.32;*1145;*1;*8V0 941 773;*4052355417770;*J;*20141205;*79;*40;*37;*4.4;*0;*J;*8512 2000;*4;*20230401;*Headlight;*12-16   LED TAGF.+KURVENL.;*Number of light functions: 6;*Fitting Position: Left;*Supplementary Article/Supplementary Info: without control unit for curve lights (AFS);*Supplementary Article/Supplementary Info: without LED control unit for daytime running-/position ligh;*Supplementary Article/Supplementary Info: without LED control unit for indicators;*Supplementary Article/Supplementary Info: without LED control unit for low beam/high beam;*;*
1033088;*AUDI;*NEBELLEUCHTE RE.  AUDI A3,;*NEBELLAMPEN;*12-16          KEIN S-LINE;*K;*1;*27.86;*47.75;*55;*1;*8V0941700;*4052355442123;*;*20151211;*29;*17;*15;*0.63;*0;*J;*8512 2000;*14;*20230401;*Fog Light;*12-16          KEIN S-LINE;*Fitting Position: Right;*Quality: Depo / TYC;*Bulb Type: H8;*;*;*;*;*
1033089;*AUDI;*NEBELLEUCHTE LI.  AUDI A3,;*NEBELLAMPEN;*12-16          KEIN S-LINE;*K;*1;*27.86;*47.75;*59;*1;*8V0941699;*4052355442130;*;*20151211;*29;*18;*16;*0.63;*0;*J;*8512 2000;*14;*20230401;*Fog Light;*12-16          KEIN S-LINE;*Fitting Position: Left;*Quality: Depo / TYC;*Bulb Type: H8;*;*;*;*;*
1033094;*AUDI;*RÜCKLEUCHTE RE. AUßEN  A3,;*RÜCKLEUCHTEN;*12-16            NUR 3-TÜR;*K;*1;*77.23;*136.25;*142;*1;*8V3945096A;*4052355427168;*;*20150522;*39;*24;*20;*1.31;*0;*J;*8512 2000;*12;*20230401;*Combination Rearlight;*12-16            NUR 3-TšR;*Fitting Position: Right;*Quality: Depo / TYC;*Light Design: LED;*Registration Type: E-type checked;*Section: Outer section;*Supplementary Article/Supplementary Info: with lamp base;*;*
1033095;*AUDI;*RÜCKLEUCHTE LI. AUßEN  A3,;*RÜCKLEUCHTEN;*12-16            NUR 3-TÜR;*K;*1;*77.23;*136.25;*142;*1;*8V3945095A;*4052355427175;*;*20150522;*39;*24;*20;*1.31;*0;*J;*8512 2000;*12;*20230401;*Combination Rearlight;*12-16            NUR 3-TšR;*Fitting Position: Left;*Quality: Depo / TYC;*Light Design: LED;*Registration Type: E-type checked;*Section: Outer section;*Supplementary Article/Supplementary Info: with lamp base;*;*
1033096;*AUDI;*RÜCKLEUCHTE RE. INNEN  A3,;*RÜCKLEUCHTEN;*12-16            NUR 3-TÜR;*K;*1;*46.9;*79.9;*158.85;*1;*8V3945094A;*4052355439703;*;*20151113;*33;*18;*16;*0.94;*0;*J;*8512 2000;*12;*20230401;*Combination Rearlight;*12-16            NUR 3-TšR;*Fitting Position: Right;*Quality: Depo / TYC;*Light Design: LED;*Registration Type: E-type checked;*Section: Inner Section;*Supplementary Article/Supplementary Info: without lamp base;*;*
1033097;*AUDI;*RÜCKLEUCHTE LI. INNEN  A3,;*RÜCKLEUCHTEN;*12-16            NUR 3-TÜR;*K;*1;*46.9;*79.9;*158.85;*1;*8V3945093A;*4052355439710;*;*20151113;*33;*18;*16;*0.95;*0;*J;*8512 2000;*12;*20230401;*Combination Rearlight;*12-16            NUR 3-TšR;*Fitting Position: Left;*Quality: Depo / TYC;*Light Design: LED;*Registration Type: E-type checked;*Section: Inner Section;*Supplementary Article/Supplementary Info: without lamp base;*;*
1033098;*AUDI;*KENNZEICHENL. A1;A3;A4;A6,;*KENNZEICHENLEUCHTE;*16->>         +SUPERB;LED,;*K;*1;*8.95;*16.56;*28.45;*1;*5NA943021;*4052355643117;*;*20181018;*7;*7;*4;*0.2;*0.02;*J;*8512 2000;*35;*20230401;*Licence Plate Light;*16->>         +SUPERB;LED,;*Fitting Position: Left and right;*Quality: Depo / TYC;*Bulb Type: LED;*;*;*;*;*
1033106;*AUDI;*KOTFLÜGEL RE.     AUDI A3,;*KOTFLÜGEL;*12-20                 ALUM;*K;*1;*72.63;*126.35;*199;*1;*8V0821106B;*4052355420312;*J;*20150108;*112;*76;*7;*1.7;*1.1;*J;*8708 2990;*15;*20230401;*Wing;*12-20                 ALUM;*Fitting Position: Right;*Quality: Certified Quality;*Material: Aluminium;*;*;*;*;*
1033107;*AUDI;*KOTFLÜGEL LI.     AUDI A3,;*KOTFLÜGEL;*12-20                 ALUM;*K;*1;*72.63;*126.35;*199;*1;*8V0821105B;*4052355420329;*J;*20150108;*112;*76;*7;*1.7;*1.1;*J;*8708 2990;*15;*20230401;*Wing;*12-20                 ALUM;*Fitting Position: Left;*Quality: Certified Quality;*Material: Aluminium;*;*;*;*;*
